title,series,remakes,year,mpaa,runtime,language,director,firstCredit,secondCredit,imdbRating,rtRating,metaRating,action,adventure,animation,biography,comedy,crime,documentary,drama,fantasy,history,horror,music,musical,mystery,romance,scifi,sport,thriller,western
Harry Potter and the Deathly Hallows: Part 1,Harry Potter,NA,2010,PG-13,146,English,David Yates,Daniel Radcliffe,Emma Watson,0.77,0.77,0.65,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Harry Potter and the Deathly Hallows: Part 2,Harry Potter,NA,2011,PG-13,130,English,David Yates,Daniel Radcliffe,Emma Watson,0.81,0.96,0.85,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Bourne Identity,Bourne,NA,2002,PG-13,119,English,Doug Liman,Matt Damon,Franka Potente,0.79,0.83,0.68,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
The Bourne Supremacy,Bourne,NA,2004,PG-13,110,English,Paul Greengrass,Matt Damon,Franka Potente,0.77,0.82,0.73,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
High Flying Bird,NA,NA,2019,NA,91,English,Steven Soderbergh,Andre Holland,Melvin Gregg,0.62,0.92,0.78,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Mr. Right,NA,NA,2015,R,95,English,Paco Cabezas,Anna Kendrick,Sam Rockwell,0.63,0.45,0.52,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Solo: A Star Wars Story,Star Wars,NA,2018,PG-13,145,English,Ron Howard,Alden Ehrenreich,Woody Harrelson,0.69,0.7,0.62,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Free Solo,NA,NA,2018,PG-13,100,English,Jimmy Chin,Alex Honnold,Tommy Caldwell,0.82,0.97,0.83,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
The Dawn Wall,NA,NA,2017,NA,101,English,Josh Lowell,John Branch,Tommy Caldwell,0.81,1,0.81,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Hot Fuzz,Three Flavours Cornetto,NA,2007,R,121,English,Edgar Wright,Simon Pegg,Nick Frost,0.78,0.91,0.81,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bruce Almighty,Bruce Almighty,NA,2003,PG-13,101,English,Tom Shadyac,Jim Carrey,Jennifer Aniston,0.68,0.48,0.46,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Mean Girls,Mean Girls,NA,2004,PG-13,97,English,Mark Waters,Lindsay Lohan,Jonathan Bennet,0.7,0.84,0.66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Factory,NA,NA,2019,PG-13,110,English,Steven Bognar,Junming Jimmy Wang,Robert Allen,0.74,0.96,0.86,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Highwaymen,NA,NA,2019,R,132,English,John Lee Hancock,Kevin Costner,Woody Harrelson,0.69,0.57,0.58,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
The Hangover,The Hangover,NA,2009,R,108,English,Todd Phillips,Zach Galifianakis,Bradley Cooper,0.77,0.78,0.73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hangover Part II,The Hangover,NA,2011,R,102,English,Todd Phillips,Bradley Cooper,Zach Galifianakis,0.64,0.33,0.44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Love, Rosie",NA,NA,2014,R,102,English,Christian Ditter,Lily Collins,Sam Claflin,0.72,0.32,0.44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Fiddler on the Roof,NA,NA,1971,G,201,English,Norman Jewison,Topol,Norma Crane,0.8,0.83,0.67,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Crazy Rich Asians,NA,NA,2018,PG-13,121,English,Jon M. Chu,Constance Wu,Henry Golding,0.69,0.91,0.74,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
John Wick,John Wick,NA,2014,R,102,English,Chad Stahelski,Keanu Reeves,Michael Nyqvist,0.74,0.87,0.68,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
The Imitation Game,NA,NA,2014,PG-13,114,English,Morten Tyldum,Benedict Cumberbatch,Keira Knightley,0.8,0.89,0.73,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
John Wick: Chapter 2,John Wick,NA,2017,R,122,English,Chad Stahelski,Keanu Reeves,Riccardo Scamarcio,0.75,0.89,0.75,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Aladdin,NA,Aladdin,2019,PG,128,English,Guy Ritchie,Will Smith,Mena Massoud,0.7,0.57,0.53,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Big Hero 6,NA,NA,2014,PG,108,English,Don Hall,Ryan Potter,Scott Adsit,0.78,0.89,0.74,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shaft,Shaft,NA,2000,R,99,English,John Singleton,Samuel L. Jackson,Vanessa Williams,0.59,0.67,0.5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LEGO Movie 2: The Second Part,LEGO,NA,2019,PG,107,English,Mike Mitchell,Chris Pratt,Elizabeth Banks,0.66,0.85,0.65,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hateful Eight,NA,NA,2015,R,187,English,Quentin Tarantino,Samuel L. Jackson,Kurt Russell,0.78,0.75,0.68,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
Kill Bill: Volume 1,Kill Bill,NA,2003,R,112,English,Quentin Tarantino,Uma Thurman,David Carradine,0.81,0.85,0.69,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Tag,NA,NA,2018,R,105,English,Jeff Tomsic,Jeremy Renner,Ed Helms,0.65,0.56,0.56,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pitch Perfect,Pitch Perfect,NA,2012,PG-13,112,English,Jason Moore,Anna Kendrick,Brittany Snow,0.72,0.8,0.66,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
El Camino: A Breaking Bad Movie,NA,NA,2019,R,122,English,Vince Gilligan,Aaron Paul,Jonathan Banks,0.73,0.91,0.72,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Forrest Gump,NA,NA,1994,PG-13,142,English,Robert Zemeckis,Tom Hanks,Robin Wright,0.88,0.71,0.82,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
My Big Fat Greek Wedding,My Big Fat Greek Wedding,NA,2002,PG,96,English,Joel Zwick,Nia Vardalos,John Corbett,0.65,0.76,0.62,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
The Hustle,NA,Bedtime Story,2019,PG-13,94,English,Chris Addison,Anne Hathaway,Rebel Wilson,0.54,0.13,0.35,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Big Short,NA,NA,2015,R,130,English,Adam McKay,Christian Bale,Steve Carell,0.78,0.88,0.81,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Creed,Rocky,NA,2015,PG-13,133,English,Ryan Coogler,Michael B. Jordan,Sylvester Stallone,0.76,0.95,0.82,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
The Irishman,NA,NA,2019,R,210,English,Martin Scorsese,Robert De Niro,Al Pacino,0.79,0.96,0.94,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
The Two Popes,NA,NA,2019,PG-13,126,English,Fernando Meirelles,Jonathan Pryce,Anthony Hopkins,0.76,0.89,0.75,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
American Made,NA,NA,2017,R,115,English,Doug Liman,Tom Cruise,Domhnall Gleeson,0.72,0.86,0.65,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Wick: Chapter 3 - Parabellum,John Wick,NA,2019,R,130,English,Chad Stahelski,Keanu Reeves,Halle Berry,0.74,0.9,0.73,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Star Wars: Episode IV - A New Hope,Star Wars,NA,1977,PG,125,English,George Lucas,Mark Hamill,Harrison Ford,0.86,0.92,0.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
